11,Temp,Ext Temp,19.16,28.18,2016-01-25 14:51:03.274
11,Temp,Ext Temp,24.61,26.51,2016-01-25 14:51:33.506
11,Temp,Ext Temp,27.28,15.63,2016-01-25 14:52:03.766
11,Temp,Ext Temp,16.19,23.23,2016-01-25 14:52:34.025
11,Temp,Ext Temp,17.95,22.71,2016-01-25 14:53:04.291
11,Temp,Ext Temp,25.31,15.35,2016-01-25 14:53:34.552
11,Temp,Ext Temp,27.78,22.65,2016-01-25 14:54:04.81
11,Temp,Ext Temp,28.63,15.37,2016-01-25 14:54:35.067
11,Temp,Ext Temp,15.55,16.56,2016-01-25 14:55:05.33
11,Temp,Ext Temp,19.24,25.47,2016-01-25 14:55:35.603
11,Temp,Ext Temp,21.82,28.05,2016-01-25 14:56:05.851
11,Temp,Ext Temp,26.41,16.54,2016-01-26 11:26:08.106
11,Temp,Ext Temp,17.47,26.22,2016-01-26 11:26:38.334
11,Temp,Ext Temp,15.29,15.39,2016-01-26 11:27:08.594
11,Temp,Ext Temp,19.66,21.21,2016-01-26 11:27:38.858
11,Temp,Ext Temp,20.47,27.72,2016-01-26 14:44:20.694
11,Temp,Ext Temp,16.06,29.00,2016-01-26 14:44:50.947
11,Temp,Ext Temp,23.02,18.92,2016-01-26 14:45:21.212
11,Temp,Ext Temp,24.32,22.37,2016-01-26 14:45:51.472
11,Temp,Ext Temp,29.59,21.15,2016-01-26 14:46:21.733
11,Temp,Ext Temp,20.64,15.78,2016-01-26 14:47:18.394
11,Temp,Ext Temp,25.79,15.18,2016-01-26 14:47:52.519
11,Temp,Ext Temp,15.71,15.28,2016-01-26 14:48:22.776
11,Temp,Ext Temp,15.76,17.04,2016-01-26 14:48:53.184
11,Temp,Ext Temp,20.59,22.10,2016-01-26 14:49:23.3
11,Temp,Ext Temp,15.55,24.42,2016-01-26 14:49:53.563
11,Temp,Ext Temp,25.87,15.87,2016-01-26 14:50:23.819
11,Temp,Ext Temp,17.72,25.44,2016-01-26 14:51:29.298
11,Temp,Ext Temp,17.72,25.44,2016-01-26 14:53:04.267
11,Temp,Ext Temp,17.72,25.44,2016-01-26 14:54:14.236
11,Temp,Ext Temp,19.92,20.42,2016-01-26 14:54:44.496
11,Temp,Ext Temp,17.72,25.44,2016-01-27 15:39:18.176
11,Temp,Ext Temp,16.12,18.03,2016-01-27 15:40:18.683
11,Temp,Ext Temp,15.91,26.94,2016-01-27 15:42:19.73
11,Temp,Ext Temp,22.98,26.88,2016-01-27 15:45:21.297
11,Temp,Ext Temp,27.16,23.37,2016-01-27 15:45:51.556
11,Temp,Ext Temp,25.95,23.19,2016-01-27 15:49:53.651
11,Temp,Ext Temp,22.38,23.44,2016-01-27 15:51:24.433
11,Temp,Ext Temp,18.85,17.17,2016-01-27 15:51:54.688
11,Temp,Ext Temp,18.85,26.23,2016-01-27 15:52:24.946
11,Temp,Ext Temp,26.25,25.34,2016-01-27 15:52:55.208
11,Temp,Ext Temp,17.95,23.18,2016-01-27 15:53:25.468
11,Temp,Ext Temp,26.69,18.97,2016-01-27 15:53:55.735
11,Temp,Ext Temp,22.11,28.08,2016-01-27 15:54:48.198
11,Temp,Ext Temp,24.95,17.76,2016-01-27 15:54:56.27
11,Temp,Ext Temp,18.01,28.72,2016-01-27 15:55:48.22
11,Temp,Ext Temp,24.07,15.15,2016-01-27 15:55:56.774
11,Temp,Ext Temp,15.06,24.63,2016-01-27 15:56:27.033
11,Temp,Ext Temp,28.44,21.38,2016-01-27 15:56:57.314
11,Temp,Ext Temp,22.31,20.31,2016-01-27 15:57:27.553
11,Temp,Ext Temp,29.29,17.23,2016-01-27 15:57:57.816
11,Temp,Ext Temp,20.25,17.00,2016-01-27 15:58:28.078
11,Temp,Ext Temp,15.50,16.50,2016-01-27 15:58:58.338
11,Temp,Ext Temp,23.81,22.48,2016-01-27 15:59:28.599
11,Temp,Ext Temp,25.53,29.83,2016-01-27 15:59:58.859
11,Temp,Ext Temp,26.76,15.53,2016-01-27 16:00:29.12
11,Temp,Ext Temp,28.70,17.85,2016-01-27 16:01:18.334
11,Temp,Ext Temp,25.76,26.78,2016-01-27 16:01:48.344
11,Temp,Ext Temp,23.19,17.37,2016-01-27 16:01:59.904
11,Temp,Ext Temp,16.97,20.31,2016-01-27 16:02:48.365
11,Temp,Ext Temp,23.58,27.00,2016-01-27 16:03:00.429
11,Temp,Ext Temp,22.30,29.55,2016-01-27 16:03:30.688
11,Temp,Ext Temp,20.35,18.57,2016-01-27 16:04:00.949
11,Temp,Ext Temp,19.18,18.57,2016-01-27 16:04:31.226
11,Temp,Ext Temp,29.17,21.43,2016-01-27 16:05:18.417
11,Temp,Ext Temp,18.03,29.73,2016-01-27 16:05:31.733
