10,Temp,Int Temp,18.64,16.37,2016-01-25 14:51:03.246
10,Temp,Int Temp,21.20,22.48,2016-01-25 14:51:33.48
10,Temp,Int Temp,21.61,19.78,2016-01-25 14:52:03.74
10,Temp,Int Temp,29.68,21.79,2016-01-25 14:52:34.001
10,Temp,Int Temp,19.78,23.53,2016-01-25 14:53:04.26
10,Temp,Int Temp,15.32,18.19,2016-01-25 14:53:34.523
10,Temp,Int Temp,17.34,27.70,2016-01-25 14:54:04.784
10,Temp,Int Temp,18.27,16.87,2016-01-25 14:54:35.043
10,Temp,Int Temp,16.75,21.84,2016-01-25 14:55:05.306
10,Temp,Int Temp,18.86,26.33,2016-01-25 14:55:35.577
10,Temp,Int Temp,16.65,24.10,2016-01-25 14:56:05.827
